1000032,x2018aym,0,2020-01-12,TECH,L,8BH6skCGiooYDeqQcreyLpG0VvtxAjBsj55enwIlwG1Nlamex1Avsy3gs2Gh,TURQ,mint
1000033,x2018bfv,102.00 ,2019-07-24,TECH,B,o0cTCa9mSUErRW8OwZt5ok2liQapG7GEcv1lsW52xgTk6VYAcjjcQ3xgp8Ru,OLIV,poor
1000034,x2014azw,0,2019-05-26,TECH,L,T166pPE4TgxJzpVu4VrQsbaepnnwIADP0JtSMiQRypAZt4dCjzQwr4xg55hc,TEAL,poor
1000035,x2016blc,45.00 ,2019-05-23,TECH,B,YpAD1EMcrfzNcKg3yRsKmVUBaFECnWbc9EzBGgL0xPFrIa90OpFsL2DwJhps,GREE,poor
1000036,x2020aps,0,2019-06-23,TECH,L,TH1FpTHUVyb4VWMNQ0NV6KfZ27HoPfOB5mnjNQIg15L4kqBw0HSJzjxWxajC,TEAL,mint
1000037,x2016bcf,26.00 ,2019-07-26,TECH,B,lysEKi8lRYGrzdkrClrO8U8KWH5Bm6c0oq9lSbp0rGrJi2pbo2dvKexv1uuY,MARO,poor
1000038,x2015aju,0,2019-04-07,TECH,L,aFJOi13Kt6nKykdnTTLGmGwBbcMZGiMbrARhYdqJvYxF85Y9TDbOipu5xyEG,PINK,decent
1000039,x2015baq,111.00 ,2019-10-05,TECH,B,BL1g8D7b33jAXfdeec9VfjbopNkORwoCsf7Xu3Iq0QXHOl6OnzleoF1cCUBZ,RED,mint
1000040,x2014aud,0,2019-10-27,TECH,L,6v9r2pUbNq6x1pFUsCDOS3gy4scgbWHltFiRi2NdRtgkH9Ec6o10BnArSFo0,BLUE,poor
1000041,x2018aqe,63.00 ,2019-06-30,TECH,B,CtM84A9X2dhiyiyzBXEsoBV2mSJOc8KFTwIxHnF4ormBIe6HE1Eqzm81YAG8,WHIT,used
1000042,x2020aae,0,2020-01-09,TECH,L,iGZN8o3XIlslGjtDS5j4y0Ei8ByvVI5aHaBRe3xu1MCHlJKD91T2XtwCyAqm,OLIV,decent
1000043,x2019aex,84.00 ,2019-04-11,TECH,B,A5JlQASW9N6p1ORVhEUs9wPJNCIuOaUsdo5oELRiYf48LRrguudXFvnu0OqJ,INDI,poor
1000044,x2017bkk,0,2019-12-25,TECH,L,oZCUuSpCab1A5Jnjg6r75St2nqRpneVJKppZDQp4ojFjCcu7M3GBWpr0KW6S,ORAN,mint
1000045,x2015bbl,116.00 ,2019-12-13,TECH,B,2oGFTle7gK1aTAabqMDMhD2BZze2frY3OyQI27wZOdRhsYMuDrisSdyx0761,GREE,new
1000046,x2015bho,0,2019-09-15,TECH,L,wBECTvZjmYneeWeV3zQ0QFv3sq0v2pvpScjWjkPGPer9iaf1KSJfXHV0pvIq,GOLD,decent
1000047,x2018all,17.00 ,2020-02-05,TECH,B,8Tg6qr0zhBSkZV9xTmdHTCIODutxwmIlZWyjKWZcGm1srRzD9yhrYngMtQDs,ORAN,used
1000048,x2019aix,0,2019-07-09,TECH,L,6fVIo03AuPXVb9jzhyJjbetQzAujUUkkozOYx8Ok9uZKy6ith4CLHo6UU912,GREE,mint
1000049,x2019aff,77.00 ,2019-11-05,TECH,B,PqN7Yb5VSlFCmqZ3hLm28gue5fT5fhupYABOSSRw5UukRZFpnowyzR8neohc,GREE,used
1000050,x2015bip,0,2020-02-25,TECH,L,95KTN3QI0xNZweHU1FVTYTID4TEtvk8nHe1jYO3HgoSqnbNuY260mm4bfgNq,PURP,mint
1000051,x2014akn,98.00 ,2019-07-04,TECH,B,PDkw3z2xfS8az3tblwzrm6rleMRGFGDeWIJtnZOaek7psFSOPdV0xSAFJuf6,GREE,mint
1000052,x2016aiy,0,2019-09-06,TECH,L,PRDe18BweCZIs813eqfyKF701eWjtw7sS1QG4aOIHQOLRxsX0a7jPVzkNEGT,GOLD,poor
1000053,x2017aaj,17.00 ,2019-11-12,TECH,B,ZApY8aNHc8ZhywWY8OTifO9nCB48p5z24w5HCop6UGU19d5wPoLL0Bjv51C5,OLIV,new
1000054,x2017abu,0,2020-02-14,TECH,L,FWakBQ3LST8VdnDVpMHhAgIp1Okk0FZfYozkvnsJrOmNl35Q7JZ4ris2uVnB,PINK,mint
1000055,x2015bbo,118.00 ,2019-10-28,TECH,B,2oMvupxLgHahqILWOt6BK9BM8Qw3EeQVMjsM56MKdrPxq19Zpv3upLH6Vq91,AQUA,decent
1000056,x2015adz,0,2019-10-28,TECH,L,EW88SYzL8w8AvEHXu7eaB05WZj3NShfIEuPouML4d56o3lLPEl2DOrVZkb6t,BLUE,mint
1000057,x2019aiv,92.00 ,2020-02-09,TECH,B,87tddfJSeBHGJBPjiR9KB2uIaP5Ypv05JXTr4pnjR4ov77SklA0vCU1cS5Yj,INDI,new
1000058,x2017afm,0,2019-10-24,TECH,L,XUqPcFflrscuu5tlDmhYvH1VqigJdzWxQJAOgKNfakt1NJx0zptyIwfD0FtK,WHIT,new
1000059,x2016ahz,49.00 ,2019-10-23,TECH,B,ptukI4SyPHqZX7HmRA472Qvh9hGJb3mYGVQznSlmv54mdTjUc0zoCQNQ2aL7,YELL,poor
1000060,x2014bcr,0,2019-10-04,TECH,L,601USzyKQbqvcvAgv4yftViFf8HT4Y9nJKge3lpKrh7ht3g5ffiPleYxKOIF,ORAN,poor
1000061,x2017baw,112.00 ,2019-07-20,TECH,B,15bfF2PlMZzPuI3ClJHRenxwFb4CzWooNrtmjpTICF6FzIviI4rO65r0gzNS,ORAN,new
1000062,x2020aaq,0,2019-03-16,TECH,L,4bzO2K5sXgfWEyVxgVl8Lo7ies32Aod727UraOmAnxE5x6hAlwbJD9dmCKpX,OLIV,mint
1000063,x2017bep,113.00 ,2019-05-03,TECH,B,jNcbSt1ecY98OwjweI0if0b07Gd8xeUxPIMt7A8hRWVQkNjsOAbFzg2ckDpr,BLAC,poor
1000064,x2020bfg,0,2019-05-05,TECH,L,oA5OkapIblJLsLxe6cbXfV4sEilLoAAX7vYwNUo3YI8LAevftIeYfIme2cEd,INDI,decent
1000065,x2014aii,84.00 ,2019-07-24,TECH,B,wJxnW9w7I4laiA8cfT71NRT9kkDva8HbgAIu9GfCpJOq5i6UicEZM01KVxiY,BROW,mint
1000066,x2018agf,0,2019-03-11,TECH,L,pnC3u21PMA9Ql2cLTFX02IhVjGgRgzMKUjZXWNbnefGwAdhS4cN1nUxNCQSk,MARO,mint
1000067,x2014azl,62.00 ,2019-08-20,TECH,B,nHtq5sanLvFEsXWkzmzosDXL9xAQXoQD5wexnfSsXyY6ZO3T2GS8ouhOnwe2,TEAL,new
1000068,x2015awn,0,2020-02-27,TECH,L,zFuM50arr3AXZVPrvKRBAtH4hP6CXCKKK9VrCKNqlA6ic4OKkxtHnd4jg8tY,SILV,used
1000069,x2015afp,24.00 ,2020-01-28,TECH,B,6sSGR3Xr1NRpwuIoh4EYAeERQ0bZUJxcrXiBHPO3Y3jTODOtdMu96d1jkDdF,AQUA,poor
1000070,x2014acg,0,2019-05-24,TECH,L,kG01dXKFb6lmqHXW8bi0YAg34EE94DqebmBRHvCOWa1BW8derxhfs6orW2YG,TURQ,used
1000071,x2017asl,107.00 ,2019-09-12,TECH,B,Sf9p2iyOg3fVhbJzjrJTZUNIiGNXCgfdcwfbaFuV04XKpCG6NRJJxcze79xe,NAVY,new
1000072,x2020bmf,0,2019-11-26,TECH,L,t2SSx0dtPf9RQEeNJvK4kLA4Dr7kljBaLp1xeg5RIw2SssbJqFLz8btNSFBC,MARO,new
1000073,x2014aag,91.00 ,2019-11-08,TECH,B,2ndeVmzW6PmeDINiGtt912OfiVI0MRd8bNU5sbcGrLhS94FYTXE1oijCjiQg,GOLD,new
1000074,x2016aww,0,2020-02-05,TECH,L,2HI3rA7diW3fZrVgkozeo39B8uz7akGKcrO7OBRxHhwcdUbWUICuN7ZFV4Qr,RED,poor
1000075,x2019aiw,20.00 ,2019-09-23,TECH,B,AvKah1qHmbFzDGLdPxks1tL4pJfTtuWeHLgJPEESlC7PoQDEk9JccfHWhE6p,TURQ,used
1000076,x2020apt,0,2019-07-07,TECH,L,TQxj8drduzliCKIj5WK6pmLyJ4jOnetjzFUXSKJim0uxdnzKMjkbuqJPj4KP,NAVY,decent
1000077,x2020azu,74.00 ,2019-08-12,TECH,B,1VTvGJZYXSzp8dcMuviRWwHeY6ZJwGaofvUHTUQNoP1IoGpfhPkgLM6PEOpA,TEAL,new
1000078,x2017amk,0,2020-02-18,TECH,L,MRL9Jr2BLI6ppv096Zx5mpCWYBcIQlTsb78Kp6KoZ6cxIrcjNgGrjhxsJ5ZA,PINK,used
1000079,x2019bea,10.00 ,2019-08-27,TECH,B,9EciFfplHMevLO3WeovhreLTK0dFFoZUPlmtnjAkcHpadeE9HsmGdFJbQ4Ny,INDI,mint
1000080,x2016bkn,0,2020-02-02,TECH,L,eVTHbAZoiLVFm66cloYI8ejSq02wfYBPuoDPvmFXZvMW9WMDtfzUcd8uLwxV,TURQ,poor
1000081,x2019ayb,33.00 ,2019-07-22,TECH,B,b3IYYBdEnwlWs1icdTQW1hxkn4RFOYJ5PcpBPpkHBXXk21nw3Kel7D6B9HGo,BLUE,decent
1000082,x2020bkt,0,2019-06-15,TECH,L,WqJdJt1f0ZABnARa9PfvgfN9VLBHYmh8v6KHX8okN2K1Ee2COip3hNceBq0I,TURQ,new
1000083,x2018ayi,39.00 ,2019-07-09,TECH,B,1zPp2TOoW4zuOzGAJlDu39Vit2F3YdBJBOe4X5P9VOkDzi2khLGQBnbb9Xrx,WHIT,mint
1000084,x2016asc,0,2019-03-15,TECH,L,XQ69PYj2qi0rAdBFzmhKZPYcmiUrBjxYjVg4vtqtNEeP0Ce1fuQCOhJyVJrL,GREY,decent
1000085,x2015bha,17.00 ,2019-03-21,TECH,B,33vyLrTO2c7MNKtVVeT0I5RMg8TAEQtzhxy08DuV9Hq5kzGIgg3hvWJrmIpv,GREE,decent
1000086,x2018big,0,2020-01-04,TECH,L,4MjDzJgAQeZ1NkJEYPk2Ii8g7nRsUF0mGfF2R8qOwz7JEYzFyIWFofLQdaSc,AQUA,new
1000087,x2017bbk,39.00 ,2019-03-15,TECH,B,PmW8N79FrfoGTB4OaKSpgp1FeBZTyYDNfAEqDWl4UiNg8iggmLRxd9oXYEfX,AQUA,poor
1000088,x2014amy,0,2019-05-17,TECH,L,ZkwekPnRI3H19Ov5HsM43tXmbXtKi6sMSBRQvsehPC5rMru2vprMFf8xRvm3,ORAN,new
1000089,x2016bkw,63.00 ,2019-12-24,TECH,B,BuASSKOV4hS0n2iKvt75POi9vDA1lnliQJB0uRf56GvI4GosteCBeVWVsjdf,BROW,poor
1000090,x2016ads,0,2019-05-11,TECH,L,E8IbDKpuLhnLmgXHzUzX11MW42BxEaPJDTcPzHBhgGofTcPAY4GlsuGip0Pr,BROW,used
1000091,x2018alc,62.00 ,2019-11-23,TECH,B,p3K9w9BHpkZbcwcttTEnvEkIJCmUOqaNGFrT2wagSxvU346qw00W92fZT102,PINK,mint
1000092,x2018bfv,0,2019-11-07,TECH,L,HqfU4d5l3abT5e1h80uOOBhoFHxb8brkVyYzDJW4SVHxQsRKmDa1P2KyovRB,GREY,decent
1000093,x2020bej,94.00 ,2019-04-13,TECH,B,f2NyokPLmi1kYBwTJJFZIsDNNGT1C3dYZse13eI2mLo6KhsxGvureAT2npRs,SILV,mint
1000094,x2018are,0,2019-07-30,TECH,L,dS07kfpD0OfYEZQKNq4HU36dUPQ54xwzrxvTDJA7BANp6sjIchLHchsf2Ufl,BROW,new
1000095,x2017amd,58.00 ,2019-03-31,TECH,B,0KVaSqQx7UxYIupxHd161f9O0qTAZ5W2a0rbCwuFxc3KQ5EL9W1E0spjFehq,ORAN,used
1000096,x2015bfx,0,2019-11-25,TECH,L,hCQBtJhs84H6zSdEyFbtw1JEx9xcwh0GITBT1M29DLZsOMkEhYTW9sbrQzib,TEAL,decent
1000097,x2018aym,109.00 ,2019-06-24,TECH,B,kGNphokUj3OAQwk3RVS7PlEnskjvE5m01PKFxnr8jGBiJDJZuAZ7rz9gVnSA,PURP,mint
1000098,x2015ajj,0,2019-09-28,TECH,L,vGKzwHSmdb0RMV3KgVqy4U1Cfa6Lyt9GZ5WWgJerBWMM7SPnTTXPdcEGYJvb,AQUA,poor
1000099,x2016bbt,96.00 ,2019-05-10,TECH,B,WgQriwiHtVNuRRZwsaSqtBSkwcesnGhKetxJZ9IxGcaZvlZj1smljWY4fGg3,GREY,new
1000100,x2020bfz,0,2019-07-17,TECH,L,RPO14A2Mq6nIOYO2IkqzoyAycokDgXndHb50AKjZ1TF0Y50Hy4CEevkR5RF4,ORAN,mint
1000101,x2019ahh,36.00 ,2019-11-03,TECH,B,NX26h6TgnGiktH0lUMVjDhGvbLVohFlZQqiFmHMJMcH1XEcXh9hnOe3JVI2r,YELL,new
1000102,x2016aqb,0,2020-02-08,TECH,L,FQjHe8tBoeSm19iiBCCbjrCvvZiBukKv74yD0LPQ1vfGtz27wKnR4x9q0zi8,WHIT,used
1000103,x2017agb,52.00 ,2019-12-29,TECH,B,eIa0011bnocECatXJOZsKKoNcXjfZWYbcJkHxCsTsiy4wy2YdDiFeOGuS77K,BLUE,used
1000104,x2018alt,0,2019-09-11,TECH,L,jFiJJGBZeLRMRKqKc2geAe62ybgBswZbA44RbaANyeNDhcAnPBkca4Ecfu25,INDI,mint
1000105,x2016ajm,56.00 ,2019-11-28,TECH,B,8kTOkc8fZgskCy9K2ds5AxHZCLk5zirazoLYxGwA5PCAVdu9O2G6MmF92je9,GREY,used
1000106,x2018awu,0,2019-04-16,TECH,L,g8wTYN7JnpcvMA8Dc6iL6Nkrhvu1yIGMKd84PPrmm9hQOe1s8g59BfelySxT,PURP,decent
1000107,x2018aqe,29.00 ,2019-06-08,TECH,B,bfYW44oD2heuYUwmSi89FxfOqReSvfpj0lMLxDUGE2COE6NUgb3r4LBh5Aq2,GREE,new
1000108,x2020ado,0,2020-01-24,TECH,L,98wGBpecgeC1Wf5tv6x5viEsdrr4KZO3tU3wzrvEU8lByYOqZhIB9pLWliyU,TURQ,decent
1000109,x2014bka,60.00 ,2020-01-28,TECH,B,FsssB8RdA6jeTNQVzNRPLcZkCbT30IYjMsONz8NztBBZqO9xtd8dlEIs7q87,RED,poor
1000110,x2016awx,0,2020-01-22,TECH,L,xLFiVnMQIWPGiIgttLJUSTEDsISrBupggamdhtWiOT0t4UO0WfpmT3ZNtomp,WHIT,poor
1000111,x2014bcs,76.00 ,2019-06-08,TECH,B,wk96q8OaQMPaGWuH2aCKywK0uei5e7c93Vkl78DYck9KXxI2FHWPXIaeinwI,INDI,new
1000112,x2017act,0,2019-11-29,TECH,L,dCAzgUzgV79JiZnVr2xXs7qCSR1COzBtU2vUSqpNbpjUwwFgJ4Ev5Ys5mSbb,TEAL,poor
1000113,x2018akp,87.00 ,2019-12-08,TECH,B,TrnpczLahTW2qw8LVdvOURV6OXmc0tEFiT5Ss5yyQlCLWBTNFrmvhqysIplh,BROW,decent
1000114,x2017adg,0,2019-10-12,TECH,L,3WtadF1HbqinkFZwMYgSCuhz9fdcsuxPSv6m1RSfJjeYpeHVFmng7ooK3KLZ,RED,decent
1000115,x2014bfm,92.00 ,2020-02-01,TECH,B,LYXV9WBce7UovxsoLS0R4Cc8YCu3Wa8Si4Z8dUpBoENcGmJR0uhn6wHy3ott,BROW,mint
1000116,x2020adn,0,2019-04-05,TECH,L,ByAILhm9CEnsd2nMwQcoTKaiyCWrvTFOztiZ3jqKUxVNJb54JzDCXKQEMY7l,INDI,poor
1000117,x2019agu,75.00 ,2019-07-04,TECH,B,2eUJ7z8jcnXosFEtUabfWPSdzEgO7MehiCl7tV542PNGj3fhaGF01mMeKRST,OLIV,decent
1000118,x2019ajb,0,2019-10-23,TECH,L,z0kksagQbPbWWKPZt7A6eLfOmfoeJZoJOcKDgnnY7Ajd8nWD8Fm92O8OKdF6,GREY,new
1000119,x2016bdl,119.00 ,2019-10-21,TECH,B,FIPKXoviBYzrtt46tssaSGg2fyAMIu3lVOzD6TvJtQJpmiqB7pk64VPJP7qT,BLAC,used
1000120,x2015bkh,0,2019-10-19,TECH,L,HL0sta0KittKTxFKi5EcEMY7Zk3hLzaTzdxGAZeByftnuIoMLkvj1Oij3LDX,MARO,decent
1000121,x2018aln,82.00 ,2019-08-17,TECH,B,PUoCIXVxoFbuKVKKD2tl8Aeud0XeQcngUr4S4RNEOBQ3FbeIpzeo5V3QvtQo,BLAC,poor
1000122,x2014axf,0,2019-03-30,TECH,L,veIQw1X2wGjeC9DhkUNGZrrJ9XcZrKtmVBYgzacmTXvALoLRs6eGwgnpb9Q9,SILV,poor
1000123,x2015aar,39.00 ,2019-07-01,TECH,B,Dd1dHTZww749gQfdRQApCfyRAYR7gdx1eUToiJap2l7CQ535e02anQzSsREn,ORAN,mint
1000124,x2017alz,0,2020-01-07,TECH,L,c5JNsefrIcr2BnSRREa7d4XryaQl9w3bBmgFAOfwiMRjyX9C1QeK8z366tso,GREY,poor
1000125,x2015ada,109.00 ,2019-07-31,TECH,B,zTFmmZ5MJrYRQRK5xhnoM37yDORZHUV6mwkwY7sQRlYZo42AeJAFT18FCoT3,BLAC,poor
1000126,x2016ads,0,2019-12-16,TECH,L,6EThZgDym7cBMnQ8voiUC9Cb0hD7zjVbofDjcvrkSOQwN7iFhobOTD4v2HYl,BLUE,mint
1000127,x2017afq,36.00 ,2019-12-15,TECH,B,Dm59b12b0pCpUzUFWE4lEKI3ru8f1ZZg4ns31f4JqYU056gUiW4uvmcCikcA,BLAC,new
1000128,x2020azk,0,2020-01-12,TECH,L,lamnYCbZ2if2FjlEuDq0VUQn2RrfKszcJwcWO35yio2nC77TEqhujjdgpHGe,MARO,used
1000129,x2014avu,73.00 ,2019-09-01,TECH,B,0nGsjqFZ4oJjXRVFk5mL33GlQCLuBlwqWMseOu1jz3Hc5JqujGJ4F0FtXMeg,NAVY,new
1000130,x2015ahv,0,2019-07-18,TECH,L,yKTvYsRue4ihFjNJfgLiboviT4oil7vPBiVvV4sa1zOYzebnHv8YaJXHOi4u,BROW,new
1000131,x2014aed,78.00 ,2019-11-18,TECH,B,dBMkmnaUAn0hy0urWXnqLtsQFHmVOhq7HqaG13E1qBOiEndRHerGqYmLuqpH,TEAL,mint
1000132,x2015ajj,0,2020-01-27,TECH,L,JcwFTD8yt5DN2F5G7CvAfOWR97bAL6RkYLOxfI7cyuUwz6XDSOjXRH0SNX3E,SILV,mint
1000133,x2020akj,33.00 ,2019-09-12,TECH,B,8RvEvXX7KL9mONCV8cuxJEpRZrDHV1G5QTPXK7s50u0nmSV4VNJ2dqClbAcm,GREY,mint
1000134,x2016akb,0,2019-06-28,TECH,L,XYO3thTOurTxIgImtNeoDWnIc1gWv2OkotP0onO61NDWbKzTosQqm8OXGtW8,GREE,new
1000135,x2017abx,36.00 ,2019-11-27,TECH,B,7koNoxeV5jfVJq28D1Y3DHmsfOZxVB9fzTig7U04xk8JS8ujv6I3mI9UBwfV,GREE,mint
1000136,x2015agg,0,2020-02-15,TECH,L,yvUqqxVCSP2yoaZVheaz5XEYOl6NSvRKvGzYWxyZEug8XQehmH0MH8XvTDyc,TEAL,poor
1000137,x2017acm,120.00 ,2019-09-15,TECH,B,Muush2SnVBfoqG4J5mQCIeLn7Or6qc7FViyU1qZiz1JICC4xxSAApE5kZsAW,BLUE,used
1000138,x2017alz,0,2020-01-17,TECH,L,Ms9zKY8gw7pedG7qlJ2x1PteWWnt0vGvsc6i6e4AAXM8AbnMw95ciXJnErOV,RED,mint
1000139,x2014asn,27.00 ,2019-05-24,TECH,B,Lf8p75HLrV99jrJNvxuM2IUJP7HRi5CpaxW0NhCNx7CtrSVGsDOrscch9Erz,BLUE,decent
1000140,x2018aup,0,2019-07-25,TECH,L,xcrwx1JFXH1IblYtmx6lgAJlsfmIOdOm17j26xdyd7UMmGUp3QL7r8dSrUl5,INDI,mint
1000141,x2018blq,76.00 ,2019-05-16,TECH,B,cm5qGbiew4BYPdT2ay9ZRHTSGIU2QF2rGlSSCZhVzCviwPjcR7lO52W3p2Qz,RED,mint
1000142,x2014ary,0,2019-05-25,TECH,L,vGSMO5vTkLEm2mGbg3UAXyRlvxwccLy138TPjssDMO9jksJoGglPSjcSbJsk,TURQ,decent
1000143,x2020adc,105.00 ,2020-01-07,TECH,B,gqnYyW47add7OuCInuzOrVPi8UT33PRfDjevHYoZdrRwTuET1eseIp5M3tH1,GOLD,mint
1000144,x2017ajo,0,2020-01-29,TECH,L,UZLQ0xlYxgxPdpGkiiba4YEXN2dfpHQhefxc1mpsnGLS6SafOi3OGI86uA80,INDI,poor
1000145,x2014ayn,113.00 ,2019-08-14,TECH,B,h4Npx2rZrek2GXqZunR24kDNqxslIumdg1VyX3i8jt4Ip9NQIMy2FRiCW6dr,GREY,decent
1000146,x2017apj,0,2019-05-24,TECH,L,4MvQ63XaTKaUErxLKl3rHNiQcw1Vzcg4FH3FW2DY5bUwDqYV7smai9IPSJOm,BLUE,used
1000147,x2016bai,10.00 ,2019-07-14,TECH,B,Nl3IMz9z9Z2i1PEeQH43nhlEqR7SXXuKHtBGeK2aBkcwZtJJawQXRyn2eGfz,SILV,new
1000148,x2016bld,0,2019-05-19,TECH,L,m5WDeWm5Kt784CWN2HZyorLYUFfU5YA4QaXGeNNt5lZJxIpckb61xSoaTght,YELL,poor
1000149,x2016awd,95.00 ,2019-08-31,TECH,B,1Fs2JVgnkQqKPykbMIB0CnuwRe3aQGTS0aanucKz2bJ885L1Lt34yS7nc4g2,OLIV,new
1000150,x2018ajy,0,2020-01-13,TECH,L,wJ0AXb90hRMFNmVL2aVTSBqfxks43UTbdil7tNZIbfSV3I3FJGLGlYdXZ0Dz,TURQ,poor
1000151,x2018ack,61.00 ,2019-10-13,TECH,B,r75QSNuxou2F8xz3YrIAd6gQP4MNxBGLnihwh4m1vrWOR6nVDi8Ae9yoCy4r,RED,used
