itemID,userID,listPrice,datePosted,category,postType,itemDescription,keywords,condition
1000098,x2016adu,0,-10102018,TECH,L,0KZeaxjE2xTY52j9Sqm3AG9sHaJygM6a0OAei3cG7HklzthCsiC71qXUhuFr,"ORAN
",mint
1000099,x2015adv,$41.00,-08032020,TECH,B,xDS25yobwL2FoBK94xI2FWogqk8rqL1eZARdSdEpdysHHHOA9yToKwsqpGhx,"GREE
",mint
1000100,x2020adw,0,-04092016,TECH,L,W58kvyt2IwvjUElAZ1Pa7g7ihCEIsL2nKtzpAsaM9XZHt8Nqm9VQTt7gbJEc,"RED
",mint
1000101,x2015adx,$89.00,-21022015,TECH,B,e753MSzZ6bIOvNxAbEH2IBRQvgMUkn4KjYyt8q2Z7lTgZyBMFCHTqBcN4yUr,"ORAN
",decent
1000102,x2016ady,0,-11012016,TECH,L,SQitHLtb1pCzwyGL1qXjMcVH3Ap6Y7IpPyUV589j1zonuqeN3oMYc0QbT8x1,"GREE
",used
1000103,x2015adz,$17.00,-06082015,TECH,B,YymCLZPdlO5Krrnw0HMdcWDbZCRwqNVFgyW8aEGcDSJ6DPx9UnrtoOb1smHr,"YELL
",decent
1000104,x2016aea,0,-22092016,TECH,L,QyvOdQsiN96ydF84m2ag7YALGcelx0JHE7ksVMIfhoSEHo8q10N5TB3HpY8C,"BLUE
",mint
1000105,x2020aeb,$67.00,-09082019,TECH,B,GKXn9Z6YNANr4dh4zOVOFrPneBLfRENNR1jFpguwYSgajm5gYBsrmUFLoFsB,"YELL
",mint
1000106,x2019aec,0,-05042020,TECH,L,tlZzrFUxaLCEkHpJdcrC1vCh1SHcFum80KMVptiXSxJfGQ5kyDYcUDDHsHIZ,"RED
",mint
1000107,x2014aed,$69.00,-22012016,TECH,B,kuPFh5WU4EtOok8qoDj3ZLlCSKZ1w5dcvL70yrUrCYwhHGkjcJYY96JO98PZ,"GREE
",used
1000108,x2015aee,0,-20052018,TECH,L,xBHV6p8nJxqheSq2J4RqKGQr74AmtRU6ifUC5ZKqBJQqqnzK9nsYbMpFEWyp,"YELL
",used
1000109,x2017aef,$56.00,-02002015,TECH,B,CcTecVJaUFjlQ8b8KFyLgVBBAU9MVHkcVG9Jdtz5ATGfcjozMWoNJNGzYVVt,"GREE
",new
1000110,x2018aeg,0,-04012017,TECH,L,ZRmtjHnqYg5T8AueYrMN0E4q0b9T8yJz83zaHUt7WDG73YXZLPM6bTUJ3oqn,"RED
",poor
1000111,x2014aeh,$36.00,-05092020,TECH,B,Mvu4eShqj6rQekcS57UVQ7P7eQOBfbautvHJkOI8RhRGpU9xhabBX0JpnSrh,"GREE
",used
1000112,x2015aei,0,-02012018,TECH,L,1jEV3OvkSnsDafJQCUOwUsXAkKPZJ5p4di5QiuvESSjXtH9Jkdf4tsRACrIE,"ORAN
",mint
1000113,x2014aej,$101.00,-20022019,TECH,B,e3DgSuEDQCP5bq1fJyygSBNLNrdOwezSdUfUvjOQOPH4e3hnBGkQwB9LfLb3,"ORAN
",new
1000114,x2016aek,0,-22042018,TECH,L,CRN5PHImmrrJ8Qh8lTiVc1r2zlQy2O6XvtUVF7ajA7sHWU7inASQXHjf6Cx7,"YELL
",new
1000115,x2018ael,$38.00,-03062016,TECH,B,7awQAn42h0ppUIMrdU10suWqk3VSioGYqtWaXRprD1843HQN06s3f425ehPO,"ORAN
",new
1000116,x2016aem,0,-09012018,TECH,L,hr5TFzkqbKbpsGZhIbbmrvVtt2M1xYTxOqoR4bgHNytIplDVZhCBkIkNSmIM,"RED
",poor
1000117,x2019aen,$85.00,-11072019,TECH,B,2ubosglvrq0D9wH0ckPrqQLn6CG7TTual8xUDMHVYZVnfPeyg2B2auw4s0cP,"RED
",mint
1000118,x2015aeo,0,-09042019,TECH,L,NFDFuzNQWGxysOozpJ0y62fQojIfCxypLXD0wl7YjayqkANnHZohR7zlYFEI,"GREE
",decent
1000119,x2017aep,$105.00,-04012015,TECH,B,PDPYIjGzvObXpiuSxYJoI41RRgRPJRMcJrumToyrOzpdjhvqt7SU0kZo78QY,"YELL
",new
1000120,x2018aeq,0,-18032020,TECH,L,zsGUVCu3tL4sUe2MR6IxdECCEMIgAVxH6SBWXewCxQKIWkk1HqIBti94TAgo,"BLUE
",used
1000121,x2016aer,$95.00,-01092015,TECH,B,oFwz9YZiiuR3AeW2Y7LDMwL0mPRJWaNjc0rd3xR4qM2cm02xnXSohGUxocvC,"ORAN
",decent
1000122,x2014aes,0,-15012020,TECH,L,GCKkw1Dw43M6I9bbtQqSR1Upvr7B2jU7cwlxUILMwXBR79dDt5E12pknQn6E,"RED
",new
1000123,x2016aet,$65.00,-02072017,TECH,B,eD6Q7Jfk1BCwn2Gzzlo14HocJQHDcbHRLBNAXF4XfjuYz4ITVln7Pd2qAxsC,"RED
",new
1000124,x2017aeu,0,-20092015,TECH,L,6dTV8u2W5ZVTyf12nxzNCzizvpKh0NHwpNIkhxnvENmnAelxgy5BqEiX32S3,"BLUE
",used
1000125,x2019aev,$82.00,-07042016,TECH,B,wvrCSX3isXrhSdty6D3G1HqYnE7KqnAJaeQxynRblVYKvObVJNaLzyOGPjtq,"RED
",mint
1000126,x2018aew,0,-06102019,TECH,L,03cpj6bFSUX9cFhgDeNhrmdteF30BXpdYp4wRUSHSfXZldRqCdrYwzukqlDV,"GREE
",used
1000127,x2019aex,$60.00,-19012015,TECH,B,bNjMJHPgEAJp06vcoZKJJKROo1MnMK4CNkO9mMBAkiTo57DSjc1rnrSXXDZp,"GREE
",poor
1000128,x2017aey,0,-04072017,TECH,L,TmqK1HUr3nDhbgQXyie7S76ljWLkvfTA97EbXuAhH3sOuxDEv79i9C2ZqijT,"YELL
",poor
1000129,x2018aez,$55.00,-23072016,TECH,B,IFHDmwDwZHezrUQZImeeWuCrTko5akhWIFCwFPQZ8gVg3rI4yHY32pJTbAUQ,"YELL
",new
1000130,x2018afa,0,-03022018,TECH,L,q8g31naynlEK5ri7dJhSlSRCBC7oxXKqPDszyBoHbEEEBhbsmS86q7AbvSiq,"RED
",used
1000131,x2015afb,$28.00,-00012018,TECH,B,4HPAeDw16aSYz9PHkYs4QKk58kKvEOmEGkem49XniwSQU8ZnLDpqToqYuKEz,"YELL
",decent
1000132,x2016afc,0,-14002017,TECH,L,5xnGTGxLZflRzaozZscYg6JPd5CqihPx11oF4ms716UsJCh5PnjONVjSrS2G,"ORAN
",used
1000133,x2015afd,$34.00,-13062018,TECH,B,puUsSDilToaCMvNbnT0slWDoW9gWQ3Yrc7LHG83LKpK1KejorJ6MGwCJzU4y,"RED
",decent
1000134,x2016afe,0,-16052017,TECH,L,r1Ye0sz7yyF1sugtr8iBrqBJTulkKEI9qPkp8XewBDueK8NE2H8jCjAK1OWk,"GREE
",mint
1000135,x2019aff,$73.00,-15022015,TECH,B,6lYJRQEoRkymZecQUKZhhIKAUITwhCQ0Vin0wRqcEHtd0JrtNe2LlBqAJLUX,"YELL
",used
1000136,x2014afg,0,-05002018,TECH,L,amIJE5IFR6Y4mG228CXvAykaLciOyzPr5Ba93HLW4DdQO75rLHZLV3eyO37u,"ORAN
",used
1000137,x2020afh,$23.00,-15112018,TECH,B,cUGpHSGbOgaU5nyygRE3EwMKe8y2MYl7iESRjygKFVDyOcIutRKIouVwMMYW,"GREE
",new
1000138,x2020afi,0,-05002016,TECH,L,dgYY9l5BB4qLsWCaw7miDzVR8bVuW5zGmm7IYfUrYUWtlt1WlyhRwgKMnwCX,"RED
",new
1000139,x2015afj,$99.00,-12022017,TECH,B,i9CDC4vhcy7G0SKNGEa8D99vxTUKEYJjsVHIlRtF7imSw2DMiR0GU9i0YQCN,"BLUE
",decent
1000140,x2018afk,0,-07042019,TECH,L,fxcpLHRrssZaiARUgu2KHlAN35LmIOpdLu9ZJewDt4w5jEp9Wy6fBrh4GfJp,"GREE
",poor
1000141,x2016afl,$99.00,-07042019,TECH,B,MCd8g0jjIYcLRVakUCRIlyoareOjVvQnb390OaJbxrgqc2OQJaRM6cBkNcU7,"BLUE
",poor
1000142,x2017afm,0,-11042020,HOME,L,0qU3L7CLKdwilJfe4p6zzYlrzUSaZtYGfu1R3RrOuMe9ERuZC7WPBw7PddzV,"ORAN
",mint
1000143,x2019afn,$72.00,-06022017,HOME,B,HhSHTu86znVbH8rgSsyRIkgYotDpi8BLalOmvML4YAK2CUTAPgxheuImhtqs,"BLUE
",decent
1000144,x2017afo,0,-18102017,HOME,L,DdLywLIBJDKZll4KuuwmltW0TP3pVsl1XUHfn1KVuKmnA5zixUSKDNiIW2NW,"RED
",mint
1000145,x2015afp,$33.00,-24112017,HOME,B,FxZ0EqQWniYh366kdHVIgXKRUBySiYyWCLrTIgQJs6foQGMXkxZ4W0DBytG7,"BLUE
",decent
1000146,x2017afq,0,-04012019,HOME,L,4oUJEtAdgb7x7nTGm22gLARHyC7KBCTYcUFXDS8ynp2s5HPOYEJSUENdRkPR,"BLUE
",decent
1000147,x2016afr,$55.00,-15012016,HOME,B,gphkoH2nUZOMaa4I4mYmN0YAhyZV9ZmNppGyedrxWBonWySTOGmlEHwfGLPy,"GREE
",used
1000148,x2020afs,0,-21052020,HOME,L,aHigOxUi2QeiNd7nBrZCuXBiz2nXONEIFsKVZBbQ4qyVpTfeXSgBmLRdWvoM,"RED
",poor
1000149,x2020aft,$41.00,-19072018,HOME,B,YI53gL4dssStMYNmTl6qtdtHq620Ge19OeQlVhObyjSxwezGSGT7aEH2CB5p,"YELL
",mint
1000150,x2018afu,0,-19002020,HOME,L,0kENPYo3nQzAzsOwl5QuYugiG9JFHjSZtcizisTUjwOiC3AevnqfjNuEMaT9,"GREE
",mint
1000151,x2017afv,$50.00,-23012015,HOME,B,l5Rzo7xbmR74Wvy4URGQZIT6WdFc3SQWNEA4nE1LrA6LPdxMzNWminAbz9Oj,"RED
",new
1000152,x2017afw,0,-04092018,HOME,L,yhbQybgf7b7RAq4AZWsEGZ7XhmSPed0SZJE3qnaxZcPcklvuy5EteTBXO6jN,"RED
",poor
