6781319,736928152,"$84,142.10 ",1/25/2020,Malvaceae,L,components,persecutes
1769342,70540997,"$58,511.99 ",11/15/2019,Cyperaceae,F,invincible,ancestor's
5840938,671777322,"$83,641.85 ",10/27/2019,Brassicaceae,F,possessors,sharpeners
1390604,699374557,"$86,916.75 ",2/29/2020,Lamiaceae,S,prospering,executor's
2740930,367266835,"$49,376.70 ",6/18/2019,Cyperaceae,S,vernacular,foreground
8478540,760562216,"$42,306.42 ",6/25/2019,Fabaceae,B,reputation,cataloging
6267431,150392912,"$16,789.79 ",2/15/2020,Scrophulariaceae,S,ingredient,gardener's
2005820,601727307,"$97,785.52 ",4/30/2019,Lamiaceae,S,literature,amusements
9080279,649591395,"$61,492.64 ",11/10/2019,Crassulaceae,S,entreaty's,omelette's
2642683,234766785,"$95,576.83 ",10/13/2019,Asteraceae,B,princess's,distorting
698914,118660533,"$26,783.75 ",5/23/2019,Caryophyllaceae,L,exhaustion,pawnbroker
7564954,791784708,"$92,573.71 ",1/11/2020,Cupressaceae,S,compassion,overpasses
359661,339290293,"$14,859.15 ",8/11/2019,Pottiaceae,S,foreword's,lemonade's
6477294,86491079,"$80,251.56 ",6/17/2019,Fabaceae,L,wrangler's,windmill's
7210698,554746254,"$45,146.84 ",9/18/2019,Fissidentaceae,F,kerosine's,inhumanity
3588434,266782530,"$77,276.77 ",8/27/2019,Lecideaceae,S,landslides,allegories
998444,904437292,"$79,982.81 ",7/15/2019,Asteraceae,S,conspiring,mercantile
93206,596070860,"$73,258.48 ",2/1/2020,Asteraceae,B,devolution,irrigation
7520314,207988444,"$40,234.76 ",11/24/2019,Portulacaceae,B,vestment's,worthwhile
1589588,459964152,"$57,637.44 ",3/27/2019,Stereocaulaceae,S,dismissing,intrenches
9005500,640645344,"$99,391.95 ",11/17/2019,Iridaceae,S,database's,collection
7343289,279192202,"$87,936.74 ",1/22/2020,Fabaceae,B,aptitude's,responsive
3006709,609958141,"$14,066.25 ",5/18/2019,Agavaceae,L,daffodil's,cataloging
5601351,915886023,"$10,383.73 ",2/4/2020,Haloragaceae,B,mothball's,implicates
9957006,383501052,"$58,476.39 ",4/18/2019,Hydrophyllaceae,B,intensives,astringent
4385136,916749716,"$16,767.91 ",2/10/2020,Pottiaceae,L,unsoundest,cautioning
9697173,454010421,"$91,765.41 ",10/25/2019,Brassicaceae,S,stealthier,dictionary
3890401,854439958,"$36,369.08 ",12/21/2019,Polygonaceae,S,triggering,confessing
2181970,533839300,"$87,776.40 ",9/4/2019,Bacidiaceae,S,sprinkle's,overlapped
9855344,706643876,"$19,393.20 ",9/5/2019,Loasaceae,S,activist's,instigates
3090492,878767379,"$42,826.94 ",6/12/2019,Ranunculaceae,L,tarnishing,ballooning
4683984,768705346,"$45,731.61 ",12/2/2019,Leskeaceae,S,glamorizes,extradited
8405478,411490692,"$44,148.40 ",12/15/2019,Collemataceae,S,oppressive,rainfall's
4843168,948381174,"$94,997.00 ",8/16/2019,Thelypteridaceae,S,speechless,garrison's
6294604,179932413,"$44,478.53 ",5/10/2019,Ranunculaceae,F,disarrayed,pillowcase
1342451,355833289,"$25,893.42 ",8/12/2019,Juncaceae,B,flagstones,refutation
5713264,643131367,"$15,693.57 ",5/2/2019,Parmeliaceae,S,gangster's,mechanical
758326,921395719,"$10,806.83 ",4/16/2019,Asteraceae,S,outwitting,stoppage's
9046674,451866232,"$59,897.22 ",8/23/2019,Aquifoliaceae,S,descendent,microfiche
998609,86845310,"$99,233.29 ",1/24/2020,Euphorbiaceae,L,pressuring,stallion's
974068,820005365,"$97,875.39 ",9/4/2019,Apiaceae,F,cartwheels,stallion's
4408987,488844364,"$65,608.59 ",2/6/2020,Asteraceae,S,contouring,tobogganed
7701134,444553311,"$80,991.42 ",5/3/2019,Rutaceae,S,slumbering,pleasantly
8200736,569271957,"$30,998.85 ",12/15/2019,Asteraceae,S,formatting,daydream's
1881963,574651553,"$23,420.81 ",9/26/2019,Scrophulariaceae,L,accurately,perversion
2167639,11667482,"$2,349.57 ",10/12/2019,Caliciaceae,B,unfastened,likenesses
6718793,32328041,"$35,892.72 ",10/18/2019,Lecideaceae,L,contagious,cellophane
1488017,63049403,"$28,335.44 ",2/8/2020,Fabaceae,S,partnering,seductions
6582854,9420018,"$1,556.81 ",3/17/2019,Asteraceae,B,greenhorns,plundering
1647720,435711283,"$73,714.57 ",1/5/2020,Myrtaceae,F,synthetics,footwork's
9953402,4682225,"$59,593.21 ",11/25/2019,Fabaceae,S,prejudices,invaluable
677411,469450228,"$12,411.24 ",4/11/2019,Hydrophyllaceae,S,mismatched,violations
8960470,313736311,"$28,890.77 ",1/16/2020,Fabaceae,S,breakables,habitation
381471,313442615,"$11,498.35 ",11/4/2019,Ranunculaceae,S,pacemakers,overreacts
2591674,560580727,"$65,937.16 ",2/29/2020,Asteraceae,S,germinates,frustrates
6364037,476278227,"$40,862.94 ",11/5/2019,Cornaceae,F,collisions,situations
6419164,277087984,"$67,240.49 ",6/22/2019,Brassicaceae,L,entrance's,crescendos
955488,52467480,"$73,011.02 ",3/2/2019,Fabaceae,L,credential,advantages
8734544,739663459,"$73,519.24 ",2/28/2020,Amaranthaceae,L,aptitude's,nonchalant
957553,504489096,"$42,484.53 ",11/3/2019,Hymeneliaceae,F,postulates,quadrangle
7711846,735016443,"$15,574.63 ",8/14/2019,Onagraceae,L,anything's,semester's
8346228,387289368,"$73,947.23 ",11/30/2019,Violaceae,S,escalating,indictment
1661497,991317995,"$88,986.70 ",3/4/2019,Fagaceae,S,demolished,properties
3615718,726282202,"$20,318.69 ",4/4/2019,Fabaceae,S,boundary's,carelessly
8022321,100326173,"$7,108.76 ",6/15/2019,Myrtaceae,S,grandstand,transacted
4210293,446527194,"$55,506.84 ",1/6/2020,Ranunculaceae,F,outlasting,birthday's
312323,812697135,"$37,164.53 ",3/16/2019,Ericaceae,F,panhandler,annoyingly
7606087,315501371,"$78,643.34 ",6/2/2019,Poaceae,S,futuristic,homogenize
7759211,676791439,"$10,727.04 ",3/14/2019,Meliaceae,B,pharmacies,bystanders
3681514,445841526,"$64,764.82 ",6/27/2019,Euphorbiaceae,B,backfiring,ironically
5466881,26703445,"$85,234.14 ",6/4/2019,Asteraceae,S,chargeable,summarizes
2946867,656350699,"$52,831.68 ",4/13/2019,Polemoniaceae,S,heritage's,distancing
128839,587394961,"$42,292.79 ",11/29/2019,Asteraceae,B,progressed,despatches
667736,567680032,"$17,841.76 ",4/4/2019,Malvaceae,S,intervenes,unsoundest
221189,831298994,"$19,690.78 ",9/24/2019,Orchidaceae,F,roulette's,tourniquet
4755750,513430716,"$15,447.17 ",4/12/2019,Loasaceae,F,asbestos's,cleavage's
1960933,319110654,"$54,929.46 ",3/20/2019,Cladoniaceae,F,audacity's,speculator
115486,152567809,"$99,921.38 ",10/28/2019,Asteraceae,S,massacre's,altruistic
8845512,293461329,"$61,876.63 ",12/26/2019,Saxifragaceae,S,recovering,alternated
7709136,845644888,"$4,952.61 ",3/27/2019,Euphorbiaceae,S,effortless,inaugurals
7698111,496387795,"$75,550.65 ",6/5/2019,Fabaceae,S,ostracizes,postcard's
7970631,757133798,"$74,893.15 ",3/7/2019,Thelotremataceae,B,disdainful,labyrinths
4611557,13528711,"$91,594.03 ",2/29/2020,Asteraceae,S,displeased,pretense's
8100143,879085962,"$49,035.76 ",5/12/2019,Ranunculaceae,F,bridesmaid,lavatory's
805492,641010291,"$32,994.82 ",8/6/2019,Asteraceae,S,satellited,confetti's
2969563,727197409,"$77,089.89 ",9/18/2019,Asteraceae,L,concluding,sculptures
8325341,172702265,"$70,891.30 ",10/11/2019,Cactaceae,B,blubbering,understudy
1526865,272620395,"$65,681.49 ",8/1/2019,Erythroxylaceae,S,meantime's,cartilages
4241194,461019822,"$91,429.03 ",4/24/2019,Lauraceae,F,thousand's,socialists
9601665,506967828,"$88,950.18 ",4/25/2019,Fabaceae,L,snowballed,brassieres
1091233,998651786,"$76,930.51 ",10/7/2019,Pterobryaceae,S,contorting,swallowing
5799393,952675586,"$2,450.18 ",10/5/2019,Poaceae,B,cardigan's,diligently
2309681,78667697,"$29,910.30 ",12/24/2019,Cyperaceae,B,victorious,frolicking
9652115,714697871,"$77,846.33 ",5/24/2019,Selaginellaceae,S,incredibly,complained
9213245,772268465,"$33,646.67 ",4/11/2019,Leskeaceae,B,repellants,localizing
3697620,928812374,"$19,307.32 ",8/20/2019,Rosaceae,S,foreseeing,forefather
308009,404704013,"$93,685.29 ",1/28/2020,Violaceae,B,alcoholics,victorious
3642202,887631582,"$87,293.58 ",5/19/2019,Goodeniaceae,L,pretension,enterprise
3142958,753259,"$12,778.88 ",7/17/2019,Poaceae,L,illiteracy,overlook's
619126,9124077,"$74,639.24 ",11/11/2019,Lamiaceae,F,monologues,mortuaries
2056482,636935212,"$91,586.84 ",8/26/2019,Hydrophyllaceae,B,remainders,publishers
6971708,791645405,"$42,555.99 ",11/16/2019,Fabaceae,S,instigates,outsider's
9902330,886814873,"$76,192.20 ",9/25/2019,Poaceae,S,junction's,boldness's
6995098,931030662,"$8,349.42 ",8/20/2019,Verrucariaceae,B,astonishes,obstructed
2045917,928717738,"$66,148.49 ",5/3/2019,Gracilariaceae,B,desecrated,wrestler's
8342049,883508266,"$30,255.59 ",10/1/2019,Thymelaeaceae,B,dumbfounds,assessor's
8938517,720373255,"$67,090.56 ",6/20/2019,Boraginaceae,B,reservoirs,visitation
4268705,57154912,"$1,754.93 ",10/13/2019,Musaceae,B,dishonored,consommé's
256239,553290062,"$5,155.22 ",6/12/2019,Violaceae,S,conclusive,tragically
7523973,709283705,"$43,038.51 ",7/31/2019,Asteraceae,B,encircling,occasional
2853591,395068615,"$25,571.31 ",6/9/2019,Physciaceae,L,treasurers,creditable
2659855,246024659,"$51,086.31 ",4/29/2019,Malvaceae,S,marionette,metropolis
1853928,425684534,"$59,611.22 ",1/28/2020,Asteraceae,F,defrosting,overdosing
3656666,995524666,"$26,151.67 ",2/3/2020,Asteraceae,B,solidifies,invitation
6064575,833012777,"$74,932.32 ",8/28/2019,Cyperaceae,S,hysterical,uncultured
4164630,725311995,"$25,017.89 ",12/19/2019,Grammitidaceae,L,garrisoned,headstones
474987,751346421,"$96,944.07 ",12/1/2019,Onagraceae,S,dynamite's,horrendous
5900191,509438855,"$50,419.85 ",10/27/2019,Poaceae,S,sheepishly,controller
8514725,421882123,"$39,584.82 ",2/21/2020,Caryophyllaceae,B,mismatches,geometry's
8193811,651275399,"$47,894.90 ",7/8/2019,Scrophulariaceae,S,frolicking,hardwood's
4978868,730921889,"$53,610.85 ",5/1/2019,Melastomataceae,S,latitude's,originated
3743789,847854322,"$25,842.42 ",4/12/2019,Isoetaceae,F,crucifying,sacraments
5071444,294882280,"$10,634.80 ",3/31/2019,Andreaeaceae,S,upholstery,tapestries
2009767,525419529,"$79,166.47 ",3/9/2019,Ericaceae,B,commenting,overpass's
8170153,988429914,"$21,534.37 ",8/10/2019,Boraginaceae,B,helplessly,authorizes
4418057,817304859,"$41,337.55 ",7/14/2019,Coniocybaceae,S,repressing,pilgrimage
8319090,374365428,"$40,580.70 ",4/27/2019,Cyatheaceae,L,microfilms,convulsion
648159,572799236,"$56,683.57 ",7/4/2019,Ptychomitriaceae,S,manpower's,practicing
1242482,451191196,"$3,816.12 ",10/18/2019,Poaceae,S,incubators,rightfully
1010986,788289126,"$77,221.77 ",6/27/2019,Oleaceae,S,indisposed,executions
6970833,820745002,"$11,099.49 ",8/31/2019,Liliaceae,S,incubators,ghastliest
5356032,211109775,"$36,611.28 ",7/28/2019,Santalaceae,L,uncanniest,protective
1525380,990324301,"$99,731.37 ",9/26/2019,Orchidaceae,B,immigrated,suspicions
117262,184359983,"$43,135.15 ",12/12/2019,Saxifragaceae,L,contagions,daylight's
32508,890669488,"$55,829.81 ",3/22/2019,Orchidaceae,B,beautifies,brochure's
6994190,59938540,"$45,964.11 ",7/2/2019,Molluginaceae,S,roughhouse,downgrades
3085006,924155653,"$43,336.06 ",1/10/2020,Bacidiaceae,S,calculates,provincial
3287899,504381447,"$1,093.52 ",8/6/2019,Brassicaceae,B,dedication,accomplish
5721925,593297852,"$35,826.29 ",7/11/2019,Commelinaceae,S,mainland's,countrymen
6821496,248791947,"$30,572.29 ",9/27/2019,Cyperaceae,S,repellants,gravestone
6704013,617368929,"$19,210.44 ",7/16/2019,Asteraceae,S,impregnate,imbalances
2019771,771733420,"$50,773.58 ",2/17/2020,Gyalectaceae,B,expatriate,opposite's
9634233,370975221,"$7,471.45 ",12/16/2019,Asteraceae,B,planetaria,intercom's
7865312,706840695,"$25,777.97 ",4/9/2019,Callitrichaceae,S,returnable,publicizes
2299295,623894984,"$26,973.50 ",8/25/2019,Solanaceae,S,sororities,miniatures
7297710,384743565,"$14,848.77 ",9/11/2019,Fabaceae,L,summarized,diagraming
9442339,616251822,"$84,272.97 ",6/30/2019,Hydrangeaceae,S,racketeers,eightieths
9138637,735136004,"$14,914.26 ",2/24/2020,Asteraceae,F,civilizing,supervised
7867513,795113287,"$15,508.86 ",3/5/2019,Plantaginaceae,S,ringworm's,cantaloups
3285836,905294719,"$15,680.33 ",12/18/2019,Rhamnaceae,B,breakables,wholesaled
345667,880258637,"$39,203.08 ",5/28/2019,Cyperaceae,B,landscaped,extremists
2982338,827651642,"$12,136.08 ",4/1/2019,Onagraceae,S,carefuller,admonition
6157797,336476395,"$29,894.59 ",8/20/2019,Gleicheniaceae,B,detectable,whirlpools
1550336,711073846,"$54,412.93 ",10/16/2019,Valerianaceae,L,challenges,disruptive
6699033,258534786,"$11,262.32 ",11/19/2019,Euphorbiaceae,B,improbable,succumbing
7513105,718504287,"$87,196.79 ",2/26/2020,Pteridaceae,S,brassieres,chastity's
5994787,879801055,"$66,990.82 ",3/24/2019,Schizaeaceae,B,depreciate,licorice's
5420713,92210028,"$12,460.33 ",10/5/2019,Scrophulariaceae,L,captioning,cessations
3605621,271886840,$59.50 ,2/3/2020,Verbenaceae,S,evaluation,compactest
3977624,647858717,"$7,442.66 ",12/2/2019,Gesneriaceae,S,gangplanks,lubricants
5324711,672517714,"$3,267.73 ",7/21/2019,Fabaceae,S,refuelling,disgrace's
2681020,593626172,"$60,912.50 ",2/20/2020,Poaceae,S,inaugurate,conforming
3541431,872173915,"$51,964.44 ",7/27/2019,Fabaceae,S,feathering,smoothness
2891027,298472905,"$66,493.48 ",9/11/2019,Fabaceae,S,accordance,surpassing
9524990,931867622,"$9,987.45 ",9/5/2019,Parmeliaceae,S,malignancy,invigorate
4311235,960614666,"$46,562.76 ",8/7/2019,Chloranthaceae,L,defender's,clemency's
7188219,701524742,"$90,541.41 ",11/16/2019,Fabaceae,B,crescent's,marsupials
8244622,525692712,"$82,669.69 ",11/20/2019,Potamogetonaceae,S,disarrayed,grovelling
4834980,105537466,"$67,168.05 ",1/13/2020,Chenopodiaceae,S,cemeteries,intoxicate
67762,646302620,"$73,041.28 ",9/30/2019,Portulacaceae,F,magazine's,complexion
4034231,16458585,"$74,500.05 ",11/17/2019,Polygonaceae,L,abstracted,ordination
5175484,893574669,"$25,097.55 ",4/18/2019,Parmeliaceae,S,circumvent,promontory
6839756,893582254,"$52,782.49 ",2/5/2020,Poaceae,L,headlights,optimistic
4031780,564975184,"$77,573.35 ",11/6/2019,Rosaceae,F,vacation's,relegating
7606178,760846270,"$99,648.07 ",2/25/2020,Asteraceae,S,coronation,distribute
1589865,86043682,$69.77 ,9/5/2019,Campanulaceae,S,deductions,kerosine's
5424368,217086262,"$78,847.41 ",5/4/2019,Opegraphaceae,F,suspension,reassuring
2828289,705256398,"$97,936.69 ",12/16/2019,Brassicaceae,L,handsomest,antidote's
770996,225564810,"$95,890.24 ",8/24/2019,Hydrangeaceae,S,hinterland,spearheads
3518817,784462907,"$16,221.55 ",8/8/2019,Asteraceae,F,meantime's,washroom's
2060415,503872654,"$80,410.14 ",5/4/2019,Pottiaceae,B,blanketing,peninsulas
2120104,787596695,"$96,853.27 ",8/20/2019,Aristolochiaceae,L,appendix's,uncleanest
9385347,640141069,"$94,494.48 ",10/29/2019,Poaceae,L,woodchucks,archbishop
652798,486521968,"$73,409.88 ",6/25/2019,Fabaceae,S,fledgeling,highjack's
5635149,422339212,"$81,467.26 ",11/15/2019,Uncertain Ascomycota Family,S,tricksters,heartaches
1446141,859140941,"$32,236.66 ",3/1/2019,Fabaceae,S,infallible,artifact's
2179322,815086767,"$52,075.99 ",11/15/2019,Fagaceae,S,hodgepodge,luminary's
7973373,237782260,"$5,239.48 ",9/23/2019,Saxifragaceae,S,peremptory,jealousy's
1224243,658754981,"$93,339.63 ",2/17/2020,Araliaceae,S,moccasin's,successors
7249353,29114678,"$72,080.31 ",1/30/2020,Parmeliaceae,S,chorussing,cynicism's
7506380,692555955,"$6,163.09 ",2/25/2020,Caryophyllaceae,F,pickpocket,announcing
5711209,716590915,"$99,890.52 ",10/29/2019,Euphorbiaceae,L,repellents,disapprove
2476499,402399575,"$50,526.94 ",3/15/2019,Euphorbiaceae,S,anatomical,negotiated
2232245,664243573,"$24,265.13 ",3/24/2019,Commelinaceae,S,associated,sunlight's
5238091,879844387,"$34,625.87 ",5/16/2019,Berberidaceae,S,chiselling,caretakers
8692340,306315749,"$5,421.84 ",4/22/2019,Cornaceae,S,islander's,displacing
815347,547799654,"$65,170.48 ",9/13/2019,Poaceae,S,geneticist,diphtheria
3108253,367038624,"$14,108.68 ",11/8/2019,Grossulariaceae,L,villainous,mechanical
6680556,575308577,"$44,943.29 ",2/26/2020,Asteraceae,L,multiplied,hobbyhorse
9624575,395019427,"$98,245.77 ",4/14/2019,Asclepiadaceae,S,frittering,chiselling
9502343,5913919,"$89,752.79 ",5/7/2019,Pteridaceae,S,diaphragms,submarines
5064544,141151779,"$47,285.65 ",9/21/2019,Lecideaceae,B,crisscross,explicable
7039991,78433840,"$45,384.89 ",4/22/2019,Euphorbiaceae,F,marshalled,comparison
7993641,614148651,"$52,854.06 ",10/27/2019,Caryophyllaceae,S,disbursing,epilepsy's
4438708,855413941,"$5,138.53 ",8/14/2019,Convolvulaceae,S,disservice,minority's
2688397,373076696,"$63,279.48 ",12/1/2019,Ditrichaceae,S,irregulars,sweepstake
4481903,651402090,"$91,516.26 ",3/11/2019,Papaveraceae,S,customized,importance
5406454,76454007,"$92,185.05 ",2/27/2020,Cyperaceae,S,connecting,classified
5940490,979863242,"$56,180.42 ",6/1/2019,Cycadaceae,L,clearing's,enveloping
5985518,61613176,"$6,801.75 ",4/26/2019,Aristolochiaceae,B,distortion,touchdowns
9183026,977565663,"$55,814.46 ",4/9/2019,Poaceae,S,reprieve's,scholastic
7249577,69997398,"$73,763.28 ",11/13/2019,Malpighiaceae,S,marketable,undersides
4429816,981278219,"$8,909.27 ",3/29/2019,Cuscutaceae,B,mattresses,vanquished
1897369,605215889,"$7,106.75 ",8/12/2019,Bixaceae,S,millimeter,contingent
4240629,505345795,"$57,887.29 ",2/29/2020,Fabaceae,B,barnacle's,shortening
5405670,43836071,"$65,239.44 ",8/1/2019,Liliaceae,B,scenario's,tabulating
6333556,194455178,"$79,687.87 ",2/8/2020,Rosaceae,S,allocating,auditorium
336055,59969819,"$66,150.24 ",5/24/2019,Asteraceae,F,anticlimax,nationally
3291211,620494503,"$58,437.40 ",10/31/2019,Orchidaceae,S,lascivious,constructs
5491117,571293624,"$54,684.64 ",10/1/2019,Grossulariaceae,F,skateboard,blasphemes
6940506,381626915,"$43,515.56 ",12/14/2019,Pottiaceae,S,perversion,distillers
7819035,726313706,"$92,999.97 ",10/10/2019,Fabaceae,F,redemption,jackknives
4419195,859711543,"$23,293.90 ",6/30/2019,Commelinaceae,S,conclusive,sharpeners
1296763,359097026,"$9,540.07 ",6/15/2019,Araliaceae,S,blackbirds,outgrowing
7361214,74638621,"$40,265.88 ",5/14/2019,Droseraceae,B,proverbial,washable's
6642385,417410716,"$52,273.92 ",3/18/2019,Tiliaceae,B,background,pardonable
2868048,824513100,"$21,460.06 ",4/8/2019,Rubiaceae,S,militating,wavelength
2635570,47330478,"$29,534.79 ",12/6/2019,Pseudoditrichaceae,S,telegraphs,amphibious
7313407,151552198,"$13,828.83 ",3/16/2019,Fumariaceae,S,prophesy's,confidence
8682029,920165143,"$81,053.03 ",8/25/2019,Brassicaceae,B,introduces,themselves
6123238,715875786,"$57,129.41 ",11/16/2019,Salicaceae,S,disconnect,botanist's
9070588,737642233,"$6,737.93 ",10/15/2019,Rosaceae,S,stalemated,continents
6408841,931488851,"$63,344.23 ",6/26/2019,Rosaceae,F,innuendoes,cancelling
3011584,428883292,"$27,057.83 ",1/3/2020,Brassicaceae,S,languorous,arthritics
8085647,549087323,"$85,196.91 ",6/30/2019,Verbenaceae,B,straddle's,correlates
4910403,811555153,"$80,233.18 ",12/6/2019,Brassicaceae,S,stoppering,vandalized
1958548,941102785,"$1,239.71 ",6/5/2019,Hydrangeaceae,S,bewildered,linguistic
2115756,462204854,"$15,732.56 ",5/17/2019,Bryaceae,L,externally,ligature's
8042983,705210552,"$70,893.36 ",2/19/2020,Anacardiaceae,S,amateurish,executor's
6039827,490493019,"$48,215.14 ",2/23/2020,Asteraceae,L,skeleton's,portable's
1709758,215037495,"$27,965.87 ",8/27/2019,Asteraceae,B,composites,hypothesis
7148645,103634575,"$20,127.93 ",7/26/2019,Juncaceae,S,thirteenth,editorials
6420698,182451046,"$56,293.50 ",1/6/2020,Meteoriaceae,S,fatherland,agreements
9979431,162652498,"$11,428.72 ",2/28/2020,Amaranthaceae,S,ventilator,hitchhikes
3561399,5870845,"$2,016.41 ",12/23/2019,Polemoniaceae,B,equestrian,leverage's
9595004,412045672,"$61,358.40 ",10/11/2019,Primulaceae,S,molecule's,tarantulas
6171133,86157696,"$72,605.02 ",3/21/2019,Juncaceae,S,bigamist's,newspapers
5811530,116600364,"$60,014.20 ",3/1/2019,Asteraceae,S,roundabout,epileptics
7637413,934306324,"$97,600.61 ",5/12/2019,Poaceae,S,overtaking,applicator
9445390,789203655,"$67,799.88 ",5/11/2019,Rubiaceae,L,economical,sustaining
618225,477707097,"$76,550.96 ",1/3/2020,Asteraceae,S,incomplete,extremists
7849658,147681920,"$50,427.43 ",2/20/2020,Acarosporaceae,S,publishing,disinfects
6912477,794625660,"$39,977.96 ",1/1/2020,Polemoniaceae,S,perception,diabolical
8868322,91887096,"$42,672.11 ",11/2/2019,Teloschistaceae,B,priority's,colleagues
6403273,967972788,"$11,275.64 ",1/27/2020,Juncaceae,B,buoyancy's,eminence's
8169093,330227812,"$92,733.21 ",3/19/2019,Gracilariaceae,S,elevations,mezzanines
7230432,310258714,"$41,369.81 ",8/21/2019,Lamiaceae,F,sterilizes,calamity's
5771419,158898139,"$15,526.55 ",1/5/2020,Fabaceae,B,visualizes,consistent
2051764,13211419,"$22,399.75 ",4/19/2019,Theaceae,B,finickiest,portfolios
1484605,958731294,"$56,825.32 ",4/23/2019,Asteraceae,S,headphones,discovered
1775255,863926731,"$49,059.91 ",1/13/2020,Asteraceae,S,perfection,bricklayer
1715259,434762459,"$77,681.59 ",8/21/2019,Fissidentaceae,S,frosting's,backpacked
2633346,167762831,"$45,795.45 ",1/24/2020,Lamiaceae,S,dictator's,fungicides
1403089,816623039,"$92,902.11 ",10/10/2019,Brassicaceae,S,satellites,possible's
4712086,446043313,"$74,891.94 ",8/6/2019,Euphorbiaceae,S,decorative,fumigation
4520671,412543322,"$5,633.97 ",9/23/2019,Orchidaceae,S,deletion's,identifier
1051617,703429740,"$91,631.67 ",4/1/2019,Hydrangeaceae,S,inscribing,peppermint
2792011,19129755,"$27,832.40 ",6/21/2019,Poaceae,L,provincial,invaliding
6489719,875771768,$821.87 ,6/22/2019,Scrophulariaceae,F,plantation,profundity
3631269,771756332,"$43,745.86 ",10/23/2019,Mycocaliciaceae,F,caffeine's,innkeepers
5853437,782844243,"$86,061.49 ",4/14/2019,Liliaceae,S,government,connection
8177299,398220447,"$71,675.25 ",1/12/2020,Lycopodiaceae,S,imposition,rationales
1299208,815031181,"$3,160.04 ",3/7/2019,Apiaceae,L,rejuvenate,extracting
3620193,294102015,"$59,932.28 ",10/13/2019,Cactaceae,S,minimalism,inscribing
7212013,513973946,"$85,465.58 ",4/17/2019,Fabaceae,S,clothing's,journalist
