itemID,userID,listPrice,datePosted,category,postType,itemDescription,keywords,condition
1000039,x2015ajj,$27.00,15022015,TECH,B,zb0nY9SCwny4Ebrv25g6zmKZdsTkMXE2ARUzSVpDcaRBuO5lp6Qri6LQhWmy,AQUA,mint
1000040,x2016aqr,0,18112020,TECH,L,VQAObLfRlVnP59BUoTf2vwMexlCD3e7N0OsGaDWGb5iQ2HGzz0Z1ngisPQWB,SILV,new
1000041,x2016abz,$49.00,11072015,TECH,B,URI76PUPc4di3LNHyiFDrS2jaxEITCfwWzFJjqgNEyAmj0etGxY7SD5Yiw62,OLIV,decent
1000042,x2020axu,0,20022016,TECH,L,F53vcse99x7JGTYYn2oUcdzBXVFXe7I92O9ThENJjDjqZmhMFjZhTy15eCaR,BROW,decent
1000043,x2014avf,$50.00,11102016,TECH,B,ZbELdIgFgY238HMEMhc16lKrFOTdhrxqK48Z5YICm2u4zagyhTgxk5H5mpxP,INDI,decent
1000044,x2014bah,0,25062018,TECH,L,eghE1O3eisy3TMHFtgPiQzcYHh8BOJpF9lhWFkxkcnpjLWLOi9C9Bu73Dy7H,GOLD,decent
1000045,x2014axf,$24.00,06082020,TECH,B,PeyTYeL5GhPbIK5zzWzIKNh1uaSvmuDL6P6V6UzNQeutHGfgjL6G4UdmGpl9,YELL,used
1000046,x2014ahg,0,25062015,TECH,L,zGs25yi7cgZnqdMoKSCJQY8gqwEOz028dsqUc2Ti1lNz6hyld5CogmI8K6Rs,AQUA,new
1000047,x2017aof,$120.00,24112015,TECH,B,LEp07esKOhcSrUcYinxNe4V5a0CVSeNSIVwfy3uEn3twDl1dSDu3XNct18EE,PINK,used
1000048,x2016aos,0,24012020,TECH,L,4rkpwxdCB2wTBLYFLvd5P3YvrSo5oZgsMcqjKidH4LZ3jQHKM9l0XG00QJ7f,GOLD,poor
1000049,x2017ags,$95.00,01012017,TECH,B,qBaAJnSxF6OwS0ZQGJSUpKbr46cHP6ITpymagqejGyO5Wj4MfcUNE2KxBX8c,ORAN,new
1000050,x2016bcf,0,19012018,TECH,L,dpncOU2uFgdv4MhXwFAxoWoASMi3aKJhpOEUEZ0ggIBvGndVjJvp4oBf3Wvk,PURP,decent
1000051,x2020aok,$54.00,14072017,TECH,B,gOYBxs73vRukVhSblae90nCdTzkdTkleFY6A0tWykkKN6lBU3J3XQ1GNxKrq,AQUA,decent
1000052,x2016bcv,0,19112019,TECH,L,Fh5BHRLc8f91AYE7CJ9k73ruGpquKgK2m0C9FrvmD0I3Ji1stO1OL8OZ8J1N,YELL,poor
1000053,x2015ayu,$60.00,05112019,TECH,B,ZmK8j5WpgW2xleOTbvwDeWYVmlkWMXpIZEyV8EBorH89vrkGo1bDAxjRfhw1,GREY,new
1000054,x2020and,0,07002018,TECH,L,TfOKKqxzIrfV2iH6F1rMrEahFIuNHnRel7cjSZTGElHGe8WVFFZiDqLFgiSn,YELL,mint
1000055,x2018azr,$28.00,24032017,TECH,B,UJHjkbIojDVb13vGcR5yjPdYjSb4lMMngkczFMiKN4yYwKS7kFgxWqhtxfOw,BLUE,used
1000056,x2019bbz,0,05032019,TECH,L,DnBRd70Ka8P9XwjHbhQE7WJH5eVBJLgUEfl3vNsREZIUIlUdzqMKRQ3vhhyo,ORAN,mint
1000057,x2019bjc,$79.00,15082015,TECH,B,xe6LRmm9tbllBN6vG5X0pOR2uurBi4P60XFSgoDrUIpOlMkLmlmYkJqc18pg,BLUE,used
1000058,x2020bkc,0,03012019,TECH,L,9UsAcJA3JefV6SrXa5w3DEcGvP1ZSAXPsJTnKhz3lKpsgjH3C5q0xGCsZydA,MARO,new
1000059,x2016blx,$29.00,17032018,TECH,B,A7cOmY34kzl5IGqVmOlkibDJLAVzZtfnK63bQuQKb4gsx9pPusf2A9BcLxlp,WHIT,mint
1000060,x2018alt,0,19072017,TECH,L,E4KyVyzYSCOEV2hxmTV04mUIZ9FppRZqRV8xaZqxDpCMfKCeE4IUbVf7o4C5,BLAC,new
1000061,x2016blo,$97.00,12052019,TECH,B,T8myxnGe2EnUIXJ8kYzJS7uwu9rSoweB6jX9L91vBQlleQ5BvYZyhEXiIjnP,WHIT,new
1000062,x2015aod,0,10112016,TECH,L,6sItsLPia1FoUwUQDAVAH5gWREQUteb4XLLKATfK47zjKodEGiwJ6CJ6I961,PINK,mint
1000063,x2016bbu,$51.00,14082020,TECH,B,0xOZwWX7xU3HjjEQ9UEOcAtZStSRBpgbsQYVoChukCxUOHUfApiqkTkHa8ae,GREY,mint
1000064,x2015awm,0,06032018,TECH,L,saJuc4VTHhuhGZ7EYCsSZ5lBasDT40ugeW22ub1mqXvRdbtDSQOkXExbcE0v,OLIV,decent
1000065,x2018bdr,$114.00,25052016,TECH,B,MRz83gr37JBYRhQoVx32RUKDtE38Y8qY6yLgysKp7mJrgKDPM9ol3ZNxmlfv,RED,decent
1000066,x2018bev,0,11032017,TECH,L,tDRkIEiNdyetiDLMtpgSSnnwmBBGPpDfT9Xf7FbGarhujMes9TS2cRKS50UV,TURQ,poor
1000067,x2019air,$46.00,23042020,TECH,B,kLmL4RPbZjomGKmRvZgKStMs6qDEqHnZpUol9MElTdVSAEyMGTx1aNPEgYRe,YELL,mint
1000068,x2019ajg,0,09022016,TECH,L,lfuo7G451475WnlykvHJK5122J5LdazJ2wg183lGUHEZ8Z5kpa1plgmTdYpq,BLAC,mint
1000069,x2020bkq,$90.00,06102016,TECH,B,zOp6N0R9pFVTV4qzBrE5g0Nx9cepVzJeSday0cuamB92lkFC30PVl3yc5SpT,GREY,used
1000070,x2014akn,0,08062018,TECH,L,HFhx8GhLSsScwHO8kaKRlEQxTW7SfGY9FBcnIWRcx2Hpx9QiCe7v6pdKnO1P,GREE,poor
1000071,x2017abs,$45.00,05062020,TECH,B,UEBlsKBcQdKlGOBAv5BFe4XkAhARNgoyD2GYG3nrAtYpn70D1xTR7cXolOmk,AQUA,new
1000072,x2018azq,0,03022018,TECH,L,4GrCVeZcLA7PAEm0otlmjvmeyV5ixHGeD2sgPYn9BEPF7R7d0qhPLcnXSIyf,PURP,mint
1000073,x2018blq,$25.00,10052020,TECH,B,BvEWH3C4DQFglrl78zfQQ3yKiRkI1bdafkl6tNfTYLrk2sCQgkDzZb3YnTRe,ORAN,mint
1000074,x2014afx,0,01012020,TECH,L,OdHK4r7Jmkmy22EcWHtl6kSajmyWFJJLXggB8UtRxp6wwTFgN0OCjVpcXDAj,INDI,decent
1000075,x2015bgj,$31.00,12032019,TECH,B,TqD9a669vBPbyJj1CcH63SuXwquGersu8YbTLTehJELpM6c2W9u2pcWizD9V,SILV,mint
1000076,x2016auw,0,19082018,TECH,L,EHoV4kSbFEALnfmyNnCBgNQ40wjjsnK7CZZy3DcMvZPDRGaqQBfTbH1FmTZa,GOLD,poor
1000077,x2018bgp,$118.00,13022015,TECH,B,yTUqhSfYQBBNJ8HGM80aBtU2OFuCzFrf3DS5vhUqmD3EWmoEDP9sRQGtecA5,AQUA,mint
1000078,x2014axf,0,15052018,TECH,L,EhNvZHoJp5OjTNr96M60wmKLQSFeqKeaNttkQTATS6zCtG75NOu0DUTgkM9h,GREE,mint
1000079,x2016aqf,$70.00,08022017,TECH,B,Odv11FpeCjjX2hgsrvHnhMkPpsgoMXRzHDurYK1RhsSI0w4U3VrHEUti5iXf,TURQ,used
1000080,x2019adj,0,13042016,TECH,L,lPYc4zwljBqkOL4qW4Aqo4DSeJ8RFyyNCa2QNoReKpbrZiTtTIez13b0YZYs,YELL,used
1000081,x2018biw,$21.00,22062015,TECH,B,S3vOhBKlMPMVgt8wnQR64q60VOSTeADYXbyA9hkWJ07Rmt3SWZVvbystqqFK,ORAN,decent
1000082,x2018axl,0,14032018,TECH,L,hVsHdK0EOugtS8hOywfR4JKZrh1uu8MqYmeWGcUUETidxy4x8k6gSgziqn83,WHIT,decent
1000083,x2014ars,$106.00,18052018,TECH,B,o5iTjQ1jaNwxwlQSulK2wp0AiI6Yzpon7nwh0c12ulxzVYM8MGbyvILKDCSk,INDI,poor
1000084,x2018acs,0,24072018,TECH,L,p1xH49ghb00dDlsDNuzx3u7OYgX8T2t5jQEoTlaxlJlTeonEVcjFdX43wExl,BLUE,new
1000085,x2019api,$77.00,07062020,TECH,B,IQV8xrgB03agW34OBhKlVbATWijaK1NVRo6OurUgbJuchzvZ6V52c9j0RBJ7,GREE,decent
1000086,x2018all,0,19082015,TECH,L,wHrhZAJZR3z0pDRxOD1roY4Y20YhR8Zq8sKkVNZpZc1lW1EgEa5RZFJi3Rxg,INDI,used
1000087,x2015ban,$28.00,06052017,TECH,B,B4bNB4YimOpMBOWmVFe7PzgnK3S6HqptsjBWEVxtljin7Ma85rp0h2BKUYga,SILV,new
1000088,x2016blg,0,09072016,TECH,L,oFXdwbpbLPGfauoov257lgDO1fjWjmDJQpbptddi9hsNlNvK55UHuQbJEgvg,TURQ,poor
1000089,x2019beb,$106.00,06102016,TECH,B,66lVLlfluz1imOWpXHTtaJFCcK3KdwqX3JrqxL9hrp0aAv3JJjeRBTCD30al,BROW,decent
1000090,x2014aii,0,15052019,TECH,L,Tj83dACG7gUW6g2LZfRjBcGKV5bfBNcyPvR81TtKsbcyJN6hWsfr3YccmP0v,GOLD,mint
1000091,x2015adz,$119.00,10092020,TECH,B,kRsvSVLTwYxMaKi4qldhrGyT06E5WfN1Yo9ayJnQ6elYyFzNp7av2W1J97jK,WHIT,new
1000092,x2017aie,0,21092015,TECH,L,NIpNFI7Woo4Vtr08JqFzD2n4HrnJelFiU0diChhll1NdWusnG9SjW1TQO949,PINK,used
1000093,x2017bic,$114.00,18012020,TECH,B,zHwGOvxURssJ13ktHn8soTYjoeyT2NiryekUYr3SSaetBgK3WCHuwUPVpHEX,GREY,used
1000094,x2019asm,0,13052017,TECH,L,Xbrd4TNKifciMEhzGzbmiaj6VBXnG6CaRKZ1QBQ4w1jU7hArUkgEu3wttrMh,TEAL,used
1000095,x2015ajp,$73.00,13062018,TECH,B,Q5tu8nOH76h3hvNeXbkjGjrNW6glfrDFJfPGmHIpJxigzFBu6eDyCJeKPjhV,WHIT,new
1000096,x2018bev,0,16062017,TECH,L,FX6iVwXZFMCr6ouJe66zycA7c2I7dvukCByLZmTQ5oxhBuqienKBnDgNQFZg,BLUE,mint
1000097,x2020bgn,$82.00,10112019,TECH,B,qOiVkr1JUFK3tRhxO7oR479SLE2UK3snv4Z5L90eZXG4GaIS0peujbz8fREg,PURP,decent
1000098,x2019avy,0,22032019,TECH,L,DyHsKanZ0Wne8ZMs0OAodLJ4P7fo6h4TnaOSFhIZlXZnyWj6SdhMStaK13ib,BROW,used
1000099,x2018ayi,$89.00,13112020,TECH,B,Jhj9iN3v5Ls7Rp33RFVSZDfTvIesn0IchnUmHny3ZrTax8o2OZKKU8zLZrc2,OLIV,used
1000100,x2014bhw,0,10052020,TECH,L,Ug1544pO0F7pauj6a5n3wrxTb3myKM08Arz3z3JFjdDg8m1FcfI1cSfrGuSI,TEAL,decent
1000101,x2019bdj,$40.00,03042019,TECH,B,0qcwNXIYYT3uklzzTJtMXMuroI8krL3cndGGBobMvubdV4pGdRrrUJeZltt3,TEAL,new
1000102,x2016alb,0,18062017,TECH,L,pGujCOth6L8J2cmodMdKmxPUd6FAOyF11R6e042AhfZkiBRU0JjOPUEHgXeq,PURP,new
1000103,x2020bhb,$115.00,04082015,TECH,B,j1nuRyzCHlmyScvPUnWsnVOUDLGZR19WMWXwoYImHMYnNRUCrO69I888vzq6,ORAN,mint
1000104,x2014agz,0,18092015,TECH,L,s8KmeCIYJF7Vi9AOJ40xQP9QXtOcYier6qROGJGciJLm06qNLJVDgTBWCxgd,YELL,poor
1000105,x2015awk,$10.00,02062020,TECH,B,uQlzg7ZECCVi8ABGNYeeblPXYTfQLdldWnYGHHXxllXME7FU2M1ozTi2s1fY,NAVY,mint
1000106,x2014bah,0,14072015,TECH,L,mHxxZuDtwAnnkx2ttHTimajNIvAsznDJOl9Xmy8tedTvva7MANP1zYgDjVSH,BLUE,poor
1000107,x2020ahj,$12.00,06112018,TECH,B,2SqOSBPoAi9d1Lraup0RhhTdjohajL4fRuWEAIV2ZPpEfNjdOn0P4nD2D6Sn,YELL,mint
1000108,x2018blq,0,23082015,TECH,L,x2Rc1xSQA6K4DwaMZWWOHjvR4QiK8VhtKWe4oLpX8UnNge72R2hPDS6MCQjU,PINK,mint
1000109,x2017amd,$87.00,23002016,TECH,B,PPivI0GQqmsVmYTrfiYlZFux2RoINt5zBaObubioou1gtJvYmATSHtuRYSo4,WHIT,new
1000110,x2014avb,0,20022017,TECH,L,9349HPwq7BTNoKhgujo2f2NxVnlrx6XspgZNlIfjVQvJVdGGvCPBvEnDGadT,AQUA,used
1000111,x2020ams,$85.00,21032015,TECH,B,xKPPbkkMjVMu93SuU8lOfl8n82xQO3KMustxDE0PrKnmyA75bhVl4seDJnjY,MARO,new
1000112,x2019aqk,0,03032020,TECH,L,yoccvscVYu0RmB7epu9nKvtvxPpt3THHVPrcXqaO0qu8cbvAQabYVlXuDRzE,WHIT,decent
1000113,x2015aax,$100.00,01032015,TECH,B,ui0LqExfJQlA2qZKSlxj0Y2xmP1MbfkF3tmIVJl3mAOKKpVdplN0eq24YhDH,GREY,mint
1000114,x2020aqg,0,21092020,TECH,L,tuz3YyK7TlSb8kG0AbbuEcSCE5azCAWvL4TJ2OIiXoAg15mVfzTgS4Ar1gLN,INDI,decent
1000115,x2015ard,$24.00,02052018,TECH,B,PwYGg2usL9YZYjXQZcMHfz0ZmZNM71VITNXgZWFIa9Imy9P2vpQCqQHbWvOq,WHIT,mint
1000116,x2016avj,0,10032016,TECH,L,OpxAl4FCTpyL9oAKmVBjCkSH7uqFd4bHHt7f6N3MV4sNJiXnIRbChtqBl9dd,BLAC,used
1000117,x2019akv,$38.00,02042017,TECH,B,fQ9myydlx4g5hvOo0roon0OEvIlmS6E1X9Ql0oBafrbaTUyKxYXmhugpAmqk,RED,new
1000118,x2018bdi,0,12032019,TECH,L,qnbS3ws8r3Iyyn427YYcktpXqk1WbYbUIYo8DsqQ86BCUwviPW95kAaqr0hs,BLAC,used
1000119,x2014aag,$57.00,16082019,TECH,B,U4qUUqUFWgQbT1TpBn60JiBXCs5doozB9WN3hXL1FF1tXABG4NpYItXBn36E,SILV,decent
1000120,x2019bml,0,06042020,TECH,L,IUTA2F2ESGdteM2l1mHgYEiyfx3ooJ7my0cpiWkRsqafZJp7Ih7BDuEegnRm,GREE,used
1000121,x2018acn,$102.00,09062016,TECH,B,epjAwQu9rllodWTR4xWCG5mPKptIijJGHXVg2WY9Ywj1LYzmFl2BfFxsBG2S,GOLD,mint
1000122,x2016alo,0,20082018,TECH,L,pbeQ3Q1xClLrn67dWPulGQEgSeLf8fwRDaRtRQqGHg3b5bdp9Mf0zGbxr0iv,PINK,decent
1000123,x2016ayt,$40.00,13092019,TECH,B,NPV0l9OSo2MWOgTCjl3YsUn9UhAnkrYJq9nE2v7xKUv7mwpf7MhXDZ1sVmJQ,OLIV,poor
1000124,x2016awd,0,25042018,TECH,L,GUMlAROevfq6iThQOiRdjh6SKDSEUiMorIlg7vHtDKW8RCGHjUZEKs0TNtbE,PINK,poor
1000125,x2015ban,$92.00,18022015,TECH,B,YWBX8oVzd8mbdjZFQRwK6mRoOY7T5Wvg9TBPrjpZwSwTOnuQxwapiFQtwlF3,TEAL,decent
1000126,x2019aqv,0,13022018,TECH,L,6UMK4grWNMRi73Q8aqfS0cg0Mg2aiznj7R28OrRvmzLM7uZTSKVdHWDAND61,INDI,mint
1000127,x2018ama,$105.00,15022019,TECH,B,sRTdSPePBhseyBph1K7fa8EoViZtTyRB3KRzkMcErpMI8AkpsPNmzaYISNPk,GREE,new
1000128,x2014bbr,0,08072019,TECH,L,OMKZ01nRIuu6wqG2HfOG7RFBUynR6vBUtghcbMFvOxPwb5T3OsfaKDocZVQa,INDI,poor
1000129,x2017bii,$108.00,01042016,TECH,B,MKq5sbkS1B296fke1s5aLOUzIuHvZNPpfikor3ggsspwUq8BBM4cv7QVciZx,PURP,used
1000130,x2017agb,0,04102020,TECH,L,BYobrMmdLnMoZURMbiFuuGvKnvmKb0UAAcXgfiY13n8IghUpvi2yzZ76RHpe,YELL,used
1000131,x2015aqz,$46.00,07032019,TECH,B,aIqn4mkUxeGjhg1JGXTGM3zsLqSGLpF0OHJEMdm5xoX2rWP4HjT2IwtRZYoc,BROW,poor
1000132,x2015anb,0,21062018,TECH,L,I8jLbkwVMJHMw86KofpR36JFWN31CsdEnMWhlhofbRVcHUGhkiURsaLfHk3z,RED,decent
1000133,x2020bam,$57.00,02092016,TECH,B,wYYpdNTPfXRLVfhuqJa39iWdpYF47xcqdqQV7qpaEmZaQ2zFtAudvibQ0l4X,WHIT,used
1000134,x2015bez,0,07042017,TECH,L,nLKOB44hxsOIm7JS1ZnpsguneKXX4Qgl7mdjZWKp7lUz9u2ZUjVwTj6JJ6HD,RED,used
1000135,x2018aro,$73.00,22062018,TECH,B,SO7gEWMed7bWdva7j9rTa7tS4HvAlrqLFKbr39l3W4cTnXOKZfMPasDcVPH5,BLAC,used
1000136,x2014bke,0,19102016,TECH,L,etf88dwrYOV46lsNRYBJLOXK5DVsVvNMB80GY1sVhe4kNA456lv9rP2xXWfo,GREY,new
1000137,x2014asd,$36.00,06012015,TECH,B,apfapbyqNOuHbBxBoNYVQaUMWKvAB9FyrFoJxeG8q51AtDofzyxkfi1gQzzs,TURQ,poor
1000138,x2020azs,0,14082015,TECH,L,wCiPzaVvFrYjJtMY94T3oRFvJQF1LU98nNWweLKnQXrkR5N3GhEEDMJd1AcJ,SILV,mint
1000139,x2020bjp,$12.00,05082020,TECH,B,9IWnAfqzuAIXaHOXM5xCVkF1IzEC1TKf18kzAYorKXtWNfQL7hF3rQXtpoaz,YELL,new
1000140,x2017arg,0,04012019,TECH,L,ru2FmdpbzfOahzbpJQgJ0ipxIFCdtMZKpzLbhTGaGwzsTm2cChN1NUG2zlBf,BROW,mint
1000141,x2014bgt,$60.00,21112020,TECH,B,84WKp1HwJdiRJkrMvXj8NcfFiHzJnmhYolslgqzCN5iB0doUBaJcuCxuTmKJ,PURP,new
1000142,x2015axv,0,10102019,TECH,L,CenT4ZWeUMy9Y9Q2v4mnT6XzS9y8NyOTRfrgo4FSKApoXVHW9ww1hIDtZEIq,INDI,poor
1000143,x2014ass,$49.00,02042019,TECH,B,R9lXCG43ZcUr15CgXl2OymNHbv78QgVUNgmPSMHDTjAEsIMvP53Dc7b5Cerz,NAVY,poor
1000144,x2019aqc,0,13012015,TECH,L,Ikts34Lb935doVoGMVk29Zeo469kUP9MxFOzuQNZM105T8HbCG14caGVM0UF,PINK,decent
1000145,x2020arm,$25.00,05052016,TECH,B,dkBT8iuLUegRyuXG1Gejhx7sghob47zSIBXU4Gxq2s9zHdTSxPPkgSM9GzCn,AQUA,decent
1000146,x2019arh,0,08042015,TECH,L,ZJtXZFHIPuMLu77FH5izgEP82vN4GyBZae78TLEdqhdwMTSNliJBox00iaex,GREE,poor
1000147,x2016axt,$25.00,06082015,TECH,B,OSRL8hVMYS6fS5zJLIvPAp56IPz7haXsZOaUimPBOP52H0HP4yhvXp1gII7Z,ORAN,poor
1000148,x2017acd,0,19002020,TECH,L,MWTzGtbeYEtE4HxrnGDMoz5kS84GMZbl2mbk5GNucU7Is5vPlDM3P80FGwDX,TEAL,used
1000149,x2016awx,$25.00,14012019,TECH,B,y1rMvqaz99f5a3AAgcAez8ztLI6seq0jmZpVeaYR75VwS2UYLYRj4lt7tZWk,BLAC,new
1000150,x2017ake,0,02082018,TECH,L,DulBkljtFa6HwzPMPIO2xUwk5WXur6koV0GMQ8n5mlZkXBKlMq7zrshUt5GQ,AQUA,mint
1000151,x2017bdy,$12.00,03052015,TECH,B,C8eksjgyrMjBRvaWSo2RfYkLUEaXafRoOIE1RdOR4MayxJ2t6PteStlhkiDN,PURP,used
1000152,x2018bev,0,02082018,TECH,L,M3nh7jO3Ag62S4iMDgHtqGjl4iFnU5zn43UGU8fTf2jnVGF9AwVce5mCIcrH,OLIV,mint
1000153,x2017abe,$115.00,10042019,TECH,B,FY4dcKmbOSYnKiePMQy4TMRr4SCPS9d6Cjn4RdxzqEErAfqO1uFybxlFHKzT,PURP,used
1000154,x2018akp,0,09032019,TECH,L,cvywphkbwds4YXV8ZqhNBE1eStzqDkQ1uGzqQZN3SSdzvJSSaIGJbGarZsYZ,TEAL,decent
1000155,x2019awf,$28.00,14102016,TECH,B,eEsSkAPFz9N3fleiu8GvsWPOFqJIgF7jgchowmH8GudZ2utWLN0jXuYE2nr2,YELL,mint
1000156,x2019aab,0,07092017,TECH,L,1mGyyqPCrDJ07lwRFnc5W5X8UCysz03KaGuu4AQNiGIpGBWswVpS5M2Atohl,ORAN,decent
